DAE,DOY,Water Use (in),Rain and Irrig (in),Irrig (in),PAW Depletion (0-1),Irrigation_Recommendation (in),Water_Stress_Index (0-1),N Uptake Rate (kg/ha/day),N Fertilization (kg/ha),N Available (kg/ha),Nitrogen_Stress_Index (0-1),N Fertilization Recommendation (kg/ha),Days Since Last Irrigation
0,142,0.02902466651041413,0.040157480314960636,0.0,0.0,0.0,0.0,0.0,0.0,31.06932077581273,0,0.0,6
0,142,0.02902466651041413,0.040157480314960636,0.0,0.0,0.0,0.0,0.0,0.0,31.06932077581273,0,0.0,6
0,143,0.030781069809753973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.222288361457267,0,0.0,7
0,143,0.030781069809753973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.222288361457267,0,0.0,7
0,144,0.020543081421854632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.394606684608306,0,0.0,8
0,144,0.020543081421854632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.394606684608306,0,0.0,8
1,145,0.031910733782020424,0.0,0.0,0.21922431891655175,0.0,0.0,0.22719978566135665,0.0,31.394606684608306,0,0.0,9
1,145,0.031910733782020424,0.0,0.0,0.21922431891655175,0.0,0.0,0.22719978566135665,0.0,31.394606684608306,0,0.0,9
2,146,0.020383711702461817,0.0,0.0,0.23361040270083222,0.0,0.0,0.40531307491853596,0.0,31.36124078774168,0,0.0,10
2,146,0.020383711702461817,0.0,0.0,0.23361040270083222,0.0,0.0,0.40531307491853596,0.0,31.36124078774168,0,0.0,10
3,147,0.00813220560814107,0.0,0.0,0.24536221721595883,0.0,0.0,0.36542000926265633,0.0,31.134109734310627,0,0.0,11
3,147,0.00813220560814107,0.0,0.0,0.24536221721595883,0.0,0.0,0.36542000926265633,0.0,31.134109734310627,0,0.0,11
4,148,0.008600365440584505,0.0,0.0,0.2590306502511432,0.0,0.0,0.34061627884692236,0.0,30.932268425546976,0,0.0,12
4,148,0.008600365440584505,0.0,0.0,0.2590306502511432,0.0,0.0,0.34061627884692236,0.0,30.932268425546976,0,0.0,12
5,149,0.01642390800955628,0.0,0.0,0.2794406743113681,0.0,0.0,0.5464530639572629,0.0,30.789853241629753,0,0.0,13
5,149,0.01642390800955628,0.0,0.0,0.2794406743113681,0.0,0.0,0.5464530639572629,0.0,30.789853241629753,0,0.0,13
6,150,0.009472195891697132,0.0,0.0,0.2975780962784563,0.0,0.0,0.488335289421937,0.0,30.442590915987072,0,0.0,14
6,150,0.009472195891697132,0.0,0.0,0.2975780962784563,0.0,0.0,0.488335289421937,0.0,30.442590915987072,0,0.0,14
7,151,0.020539949772775734,0.0,0.0,0.32559121053639034,0.0,0.0,0.7177381197231275,0.0,30.13309669741452,0,0.0,15
7,151,0.020539949772775734,0.0,0.0,0.32559121053639034,0.0,0.0,0.7177381197231275,0.0,30.13309669741452,0,0.0,15
8,152,0.016185752440319362,0.0,0.0,0.3526440594298254,0.0,0.0,0.7883505342812864,0.0,29.62002138124171,0,0.0,16
8,152,0.016185752440319362,0.0,0.0,0.3526440594298254,0.0,0.0,0.7883505342812864,0.0,29.62002138124171,0,0.0,16
9,153,0.015556969853117558,0.0,0.0,0.3810469259261815,0.0,0.0,0.8154153947570296,0.0,28.989040238178823,0,0.0,17
9,153,0.015556969853117558,0.0,0.0,0.3810469259261815,0.0,0.0,0.8154153947570296,0.0,28.989040238178823,0,0.0,17
10,154,0.011838898446492345,0.0,0.0,0.4083931878146106,0.0,0.0,0.7282750660334307,0.0,28.344754379787766,0,0.0,18
10,154,0.011838898446492345,0.0,0.0,0.4083931878146106,0.0,0.0,0.7282750660334307,0.0,28.344754379787766,0,0.0,18
11,155,0.009796190437013708,0.0,0.0,0.43592158603090353,0.0,0.0,0.6463147568482432,0.0,27.792620746080036,0,0.0,19
11,155,0.009796190437013708,0.0,0.0,0.43592158603090353,0.0,0.0,0.6463147568482432,0.0,27.792620746080036,0,0.0,19
12,156,0.011590319822105597,0.0,0.0,0.4661721844318909,0.0,0.0,0.6095177900144912,0.0,27.322605394959997,0,0.0,20
12,156,0.011590319822105597,0.0,0.0,0.4661721844318909,0.0,0.0,0.6095177900144912,0.0,27.322605394959997,0,0.0,20
13,157,0.02498787138673395,0.0,0.0,0.5060570970436193,0.0,0.0,0.7612652757318049,0.0,26.908554905719118,0,0.0,21
13,157,0.02498787138673395,0.0,0.0,0.5060570970436193,0.0,0.0,0.7612652757318049,0.0,26.908554905719118,0,0.0,21
14,158,0.020880452068365977,0.0,0.0,0.5436245585534764,0.0,0.0,0.6831888512181833,0.0,26.36148670244696,0,0.0,22
14,158,0.020880452068365977,0.0,0.0,0.5436245585534764,0.0,0.0,0.6831888512181833,0.0,26.36148670244696,0,0.0,22
15,159,0.025563169316616577,0.0,0.0,0.5836170860770604,0.0,0.0,0.6440566145291687,0.0,25.90200478971013,0,0.0,23
15,159,0.025563169316616577,0.0,0.0,0.5836170860770604,0.0,0.0,0.6440566145291687,0.0,25.90200478971013,0,0.0,23
16,160,0.03102049043299283,0.0,0.0,0.6254429020268396,0.0,0.0,0.5761173012705056,109.95557170707367,25.485988501509905,0,109.95557170707367,24
16,160,0.03102049043299283,0.0,0.0,0.6254429020268396,0.0,0.0,0.5761173012705056,109.95557170707367,25.485988501509905,0,109.95557170707367,24
17,161,0.040095716810489276,0.0,0.0,0.6697195223039325,0.0,0.0,6.661962027915382,0.0,135.10241007995083,0,0.0,25
17,161,0.040095716810489276,0.0,0.0,0.6697195223039325,0.0,0.0,6.661962027915382,0.0,135.10241007995083,0,0.0,25
18,162,0.04838049491915207,0.0,0.0,0.7147866059632525,0.0,0.0,3.0109118893820264,0.0,128.67039940562609,0,0.0,26
18,162,0.04838049491915207,0.0,0.0,0.7147866059632525,0.0,0.0,3.0109118893820264,0.0,128.67039940562609,0,0.0,26
19,163,0.053408659250514384,0.0,0.0,0.7573503459377315,0.0,0.0711816017009047,3.4300524629519273,0.0,125.8763144049725,0,0.0,27
19,163,0.053408659250514384,0.0,0.0,0.7573503459377315,0.0,0.0711816017009047,3.4300524629519273,0.0,125.8763144049725,0,0.0,27
20,164,0.05347150489972603,0.0,0.0,0.7884529280976674,0.0,0.0,3.8457037453821714,0.0,122.63797998203827,0,0.0,28
20,164,0.05347150489972603,0.0,0.0,0.7884529280976674,0.0,0.0,3.8457037453821714,0.0,122.63797998203827,0,0.0,28
21,165,0.04401460760563298,0.0,0.0,0.8056709184219014,0.0,0.0,3.1876350326375977,0.0,118.97637227478067,0,0.0,29
21,165,0.04401460760563298,0.0,0.0,0.8056709184219014,0.0,0.0,3.1876350326375977,0.0,118.97637227478067,0,0.0,29
22,166,0.03870178474769657,0.0,0.0,0.8119666971780378,0.0,0.0,2.468923796810733,0.0,115.95586469269496,0,0.0,30
22,166,0.03870178474769657,0.0,0.0,0.8119666971780378,0.0,0.0,2.468923796810733,0.0,115.95586469269496,0,0.0,30
23,167,0.06901800604412096,0.0,0.0,0.8189647512240075,0.0,0.02986580713694109,4.1495593476367,0.0,113.6630441836064,0,0.0,31
23,167,0.06901800604412096,0.0,0.0,0.8189647512240075,0.0,0.02986580713694109,4.1495593476367,0.0,113.6630441836064,0,0.0,31
24,168,0.06626544808903467,0.0,0.0,0.8195455391831563,0.0,0.0,4.351377162997456,0.0,109.68577080777551,0,0.0,32
24,168,0.06626544808903467,0.0,0.0,0.8195455391831563,0.0,0.0,4.351377162997456,0.0,109.68577080777551,0,0.0,32
25,169,0.08539551149099162,0.0,0.0,0.8190369576609364,0.0,0.1929502818277764,6.374605979732866,0.0,105.49701508301467,0,0.0,33
25,169,0.08539551149099162,0.0,0.0,0.8190369576609364,0.0,0.1929502818277764,6.374605979732866,0.0,105.49701508301467,0,0.0,33
26,170,0.049016536948581484,0.0,0.0,0.8116864690062443,0.0,0.0,3.967574415399723,0.0,99.27439594418404,0,0.0,34
26,170,0.049016536948581484,0.0,0.0,0.8116864690062443,0.0,0.0,3.967574415399723,0.0,99.27439594418404,0,0.0,34
27,171,0.09353797200430199,0.0,0.0,0.8066718935470403,0.0,0.1529535106028218,8.28470697877913,0.0,95.45360049889032,0,0.0,35
27,171,0.09353797200430199,0.0,0.0,0.8066718935470403,0.0,0.1529535106028218,8.28470697877913,0.0,95.45360049889032,0,0.0,35
28,172,0.05194720125966835,0.0,0.0,0.7955421463152212,0.0,0.0,5.7898493811340925,0.0,87.30737638775796,0,0.0,36
28,172,0.05194720125966835,0.0,0.0,0.7955421463152212,0.0,0.0,5.7898493811340925,0.0,87.30737638775796,0,0.0,36
29,173,0.06626723584302022,0.0,0.0,0.7836052509005507,0.0,0.0,5.091474026652481,0.0,81.65389246687201,0,0.0,37
29,173,0.06626723584302022,0.0,0.0,0.7836052509005507,0.0,0.0,5.091474026652481,0.0,81.65389246687201,0,0.0,37
30,174,0.07626046246901998,0.0,0.0,0.7736450631266791,0.0,0.0,5.152349120725189,0.0,76.69683470808404,0,0.0,38
30,174,0.07626046246901998,0.0,0.0,0.7736450631266791,0.0,0.0,5.152349120725189,0.0,76.69683470808404,0,0.0,38
31,175,0.11756878930368853,0.0,0.0,0.7705169073082984,0.0,0.05405490745074826,6.313836511807708,0.0,71.67752524707767,0,0.0,39
31,175,0.11756878930368853,0.0,0.0,0.7705169073082984,0.0,0.05405490745074826,6.313836511807708,0.0,71.67752524707767,0,0.0,39
32,176,0.12545595913969682,0.0,0.0,0.7694443587877173,0.0,0.11357389568124798,7.245992179387324,0.0,65.49309143618761,0,0.0,40
32,176,0.12545595913969682,0.0,0.0,0.7694443587877173,0.0,0.11357389568124798,7.245992179387324,0.0,65.49309143618761,0,0.0,40
33,177,0.11403522402980316,0.0,0.0,0.7680304223984301,0.0,0.0,0.7958463173493059,0.0,58.374016056423585,0,0.0,41
33,177,0.11403522402980316,0.0,0.0,0.7680304223984301,0.0,0.0,0.7958463173493059,0.0,58.374016056423585,0,0.0,41
34,178,0.1133470595396682,0.0,0.0,0.7663217174826434,0.0,0.0,0.0,0.0,57.704912141962204,0,0.0,42
34,178,0.1133470595396682,0.0,0.0,0.7663217174826434,0.0,0.0,0.0,0.0,57.704912141962204,0,0.0,42
35,179,0.12536856737866625,0.0,0.0,0.7673893992099668,0.0,0.0,0.0006760214697927591,0.0,57.83220641438433,0,0.0,43
35,179,0.12536856737866625,0.0,0.0,0.7673893992099668,0.0,0.0,0.0006760214697927591,0.0,57.83220641438433,0,0.0,43
36,180,0.10807698385676152,0.0,0.0,0.7673473248510014,0.0,0.0,0.0,0.0,57.958857230393235,0,0.0,44
36,180,0.10807698385676152,0.0,0.0,0.7673473248510014,0.0,0.0,0.0,0.0,57.958857230393235,0,0.0,44
37,181,0.09698647108907411,0.0,0.0,0.7672272030152454,0.0,0.0,0.0,0.0,58.08790480573923,0,0.0,45
37,181,0.09698647108907411,0.0,0.0,0.7672272030152454,0.0,0.0,0.0,0.0,58.08790480573923,0,0.0,45
38,182,0.16078569834441536,0.0,0.0,0.7759359823085993,0.0,0.0,7.042683436138241,0.0,58.21933391172459,0,0.0,46
38,182,0.16078569834441536,0.0,0.0,0.7759359823085993,0.0,0.0,7.042683436138241,0.0,58.21933391172459,0,0.0,46
39,183,0.1882513500294422,0.0,0.0,0.7880334380890385,0.0,0.2773873307786293,6.180114869721569,0.0,51.305627884476415,0,0.0,47
39,183,0.1882513500294422,0.0,0.0,0.7880334380890385,0.0,0.2773873307786293,6.180114869721569,0.0,51.305627884476415,0,0.0,47
40,184,0.12952854258935143,0.0,0.0,0.7944746123817271,0.0,0.0,0.0,0.0,45.25114484873717,0,0.0,48
40,184,0.12952854258935143,0.0,0.0,0.7944746123817271,0.0,0.0,0.0,0.0,45.25114484873717,0,0.0,48
41,185,0.09208616501898464,0.0,0.0,0.7964476777167471,0.0,0.0,0.0,0.0,45.378503764059175,0,0.0,49
41,185,0.09208616501898464,0.0,0.0,0.7964476777167471,0.0,0.0,0.0,0.0,45.378503764059175,0,0.0,49
42,186,0.10194825704999595,0.0,0.0,0.8006210221776258,0.0,0.0,0.0,0.0,45.50956701437072,0,0.0,50
42,186,0.10194825704999595,0.0,0.0,0.8006210221776258,0.0,0.0,0.0,0.0,45.50956701437072,0,0.0,50
43,187,0.1320865211931767,0.0,0.0,0.8089042395440211,0.0,0.0,7.075151338520221,0.0,45.6427108808799,0,0.0,51
43,187,0.1320865211931767,0.0,0.0,0.8089042395440211,0.0,0.0,7.075151338520221,0.0,45.6427108808799,0,0.0,51
44,188,0.13277493150939418,0.0,0.0,0.8175397737203101,0.0,0.0,5.553788103848534,0.0,38.70026254583694,0,0.0,52
44,188,0.13277493150939418,0.0,0.0,0.8175397737203101,0.0,0.0,5.553788103848534,0.0,38.70026254583694,0,0.0,52
45,189,0.17264416014948747,0.0,0.0,0.8308978076768119,0.0,0.00044745873581475415,3.3660871088850124,0.0,33.27878018960309,0,0.0,53
45,189,0.17264416014948747,0.0,0.0,0.8308978076768119,0.0,0.00044745873581475415,3.3660871088850124,0.0,33.27878018960309,0,0.0,53
46,190,0.18387457045114353,0.0,0.0,0.8453333026528288,0.0,0.22041395716988932,2.1867075272969867,0.0,30.04195238136483,0,0.0,54
46,190,0.18387457045114353,0.0,0.0,0.8453333026528288,0.0,0.22041395716988932,2.1867075272969867,0.0,30.04195238136483,0,0.0,54
47,191,0.15601746143043474,0.0,0.0,0.8567717912579726,0.0,0.03881463796381923,0.42761499779869067,0.0,27.981396317096326,0,0.0,55
47,191,0.15601746143043474,0.0,0.0,0.8567717912579726,0.0,0.03881463796381923,0.42761499779869067,0.0,27.981396317096326,0,0.0,55
48,192,0.16163420692468733,0.0,0.0,0.8688183713516224,0.0,0.1754456018581041,0.9942253138448508,0.0,27.67923043179723,0,0.0,56
48,192,0.16163420692468733,0.0,0.0,0.8688183713516224,0.0,0.1754456018581041,0.9942253138448508,0.0,27.67923043179723,0,0.0,56
49,193,0.13867242125698254,0.0,0.0,0.8785759789358921,0.0,0.03305944971819341,0.012254258332181772,0.0,26.80919939493929,0,0.0,57
49,193,0.13867242125698254,0.0,0.0,0.8785759789358921,0.0,0.03305944971819341,0.012254258332181772,0.0,26.80919939493929,0,0.0,57
50,194,0.13979304729902722,0.0,0.0,0.8886578015902221,0.0,0.1310914177861724,0.6476941304420746,0.0,26.92121322367495,0,0.0,58
50,194,0.13979304729902722,0.0,0.0,0.8886578015902221,0.0,0.1310914177861724,0.6476941304420746,0.0,26.92121322367495,0,0.0,58
51,195,0.1585496619726434,0.0,0.0,0.9009899922693493,0.0,0.43286973408127594,0.7612451035929508,0.0,26.39722693995736,0,0.0,59
51,195,0.1585496619726434,0.0,0.0,0.9009899922693493,0.0,0.43286973408127594,0.7612451035929508,0.0,26.39722693995736,0,0.0,59
52,196,0.14701859222174712,0.0,0.0,0.9120719553612114,0.0,0.45512605486106184,0.3687499745156156,0.0,25.757621261138343,0,0.0,60
52,196,0.14701859222174712,0.0,0.0,0.9120719553612114,0.0,0.45512605486106184,0.3687499745156156,0.0,25.757621261138343,0,0.0,60
53,197,0.12284645912038698,0.0,0.0,0.9208235921962912,0.0,0.3441925573156749,0.022561482211011508,0.0,25.50926840697307,0,0.0,61
53,197,0.12284645912038698,0.0,0.0,0.9208235921962912,0.0,0.3441925573156749,0.022561482211011508,0.0,25.50926840697307,0,0.0,61
54,198,0.10034875483501647,0.0,0.0,0.927422273120185,0.0,0.2374974368627607,0.0,0.0,25.60697147720686,0,0.0,62
54,198,0.10034875483501647,0.0,0.0,0.927422273120185,0.0,0.2374974368627607,0.0,0.0,25.60697147720686,0,0.0,62
55,199,0.10585511902860886,0.0,0.0,0.9349354605630402,0.0,0.40272884353369953,0.32019225942505475,0.0,25.72769867013468,0,0.0,63
55,199,0.10585511902860886,0.0,0.0,0.9349354605630402,0.0,0.40272884353369953,0.32019225942505475,0.0,25.72769867013468,0,0.0,63
56,200,0.10059864956855989,0.0,0.0,0.9419758819340714,0.0,0.46796633209532446,0.2092876713308961,0.0,25.52757907225205,0,0.0,64
56,200,0.10059864956855989,0.0,0.0,0.9419758819340714,0.0,0.46796633209532446,0.2092876713308961,0.0,25.52757907225205,0,0.0,64
57,201,0.07499441569427436,0.0,0.0,0.9464021473651573,0.0,0.31891326901430317,0.0,0.0,25.43764215444552,0,0.0,65
57,201,0.07499441569427436,0.0,0.0,0.9464021473651573,0.0,0.31891326901430317,0.0,0.0,25.43764215444552,0,0.0,65
58,202,0.06013274268505757,0.0,0.0,0.9495838974057603,0.0,0.2509497495922718,0.0,0.0,25.557379361921882,0,0.0,66
58,202,0.06013274268505757,0.0,0.0,0.9495838974057603,0.0,0.2509497495922718,0.0,0.0,25.557379361921882,0,0.0,66
59,203,0.05558872253888919,0.0,0.0,0.9526189005668807,0.0,0.26752834752077936,0.0,0.0,25.67770021828349,0,0.0,67
59,203,0.05558872253888919,0.0,0.0,0.9526189005668807,0.0,0.26752834752077936,0.0,0.0,25.67770021828349,0,0.0,67
60,204,0.06709770594279763,0.0,0.0,0.9571224559584776,0.0,0.4478390528777968,0.27189271802684906,0.0,25.798249422947272,0,0.0,68
60,204,0.06709770594279763,0.0,0.0,0.9571224559584776,0.0,0.4478390528777968,0.27189271802684906,0.0,25.798249422947272,0,0.0,68
61,205,0.06547112765448396,0.0,0.0,0.9614359372517843,0.0,0.5216725649182731,0.16341687767243776,0.0,25.645985866376382,0,0.0,69
61,205,0.06547112765448396,0.0,0.0,0.9614359372517843,0.0,0.5216725649182731,0.16341687767243776,0.0,25.645985866376382,0,0.0,69
62,206,0.06463175324671153,0.0,0.0,0.9656438934722859,0.0,0.6018353875481468,0.1370043774139365,0.0,25.601309535877284,0,0.0,70
62,206,0.06463175324671153,0.0,0.0,0.9656438934722859,0.0,0.6018353875481468,0.1370043774139365,0.0,25.601309535877284,0,0.0,70
63,207,0.05287152765510636,0.0,0.0,0.9685750641541506,0.0,0.5649224763001957,0.049097870893927836,0.0,25.582124658538635,0,0.0,71
63,207,0.05287152765510636,0.0,0.0,0.9685750641541506,0.0,0.5649224763001957,0.049097870893927836,0.0,25.582124658538635,0,0.0,71
64,208,0.05092625689525347,0.0,0.0,0.9714012219068529,0.0,0.6078359849472462,0.08323884328075362,0.0,25.650549111526683,0,0.0,72
64,208,0.05092625689525347,0.0,0.0,0.9714012219068529,0.0,0.6078359849472462,0.08323884328075362,0.0,25.650549111526683,0,0.0,72
65,209,0.0484861620319045,0.0,0.0,0.9740155642861585,0.0,0.6411785767424298,0.08371955544341642,0.0,25.684414520174595,0,0.0,73
65,209,0.0484861620319045,0.0,0.0,0.9740155642861585,0.0,0.6411785767424298,0.08371955544341642,0.0,25.684414520174595,0,0.0,73
66,210,0.04186089908304228,0.0,0.0,0.9759668373692267,0.0,0.6258179288092685,0.029782503109497538,0.0,25.71737827035102,0,0.0,74
66,210,0.04186089908304228,0.0,0.0,0.9759668373692267,0.0,0.6258179288092685,0.029782503109497538,0.0,25.71737827035102,0,0.0,74
67,211,0.02567300041242807,0.0,0.0,0.9763341017745811,0.0,0.4998225701540985,0.0,0.0,25.804129760249463,0,0.0,75
67,211,0.02567300041242807,0.0,0.0,0.9763341017745811,0.0,0.4998225701540985,0.0,0.0,25.804129760249463,0,0.0,75
68,212,0.042884630252997255,0.0,0.0,0.9788453086881767,0.0,0.6954949076130363,0.17181895441481174,0.0,25.92127862872619,0,0.0,76
68,212,0.042884630252997255,0.0,0.0,0.9788453086881767,0.0,0.6954949076130363,0.17181895441481174,0.0,25.92127862872619,0,0.0,76
69,213,0.033298336926181185,0.0,0.0,0.9801986869580626,0.0,0.6453338987503391,0.01112232934993504,0.0,25.865767858662096,0,0.0,77
69,213,0.033298336926181185,0.0,0.0,0.9801986869580626,0.0,0.6453338987503391,0.01112232934993504,0.0,25.865767858662096,0,0.0,77
70,214,0.031199030745658593,0.0,0.0,0.9814327270410089,0.0,0.6547904633597316,0.04741900382774361,0.0,25.97085488453985,0,0.0,78
70,214,0.031199030745658593,0.0,0.0,0.9814327270410089,0.0,0.6547904633597316,0.04741900382774361,0.0,25.97085488453985,0,0.0,78
71,215,0.03747972355174679,0.0,0.0,0.9834210424716489,0.0,0.7502250330469723,0.1329495224540629,0.0,26.039527356933952,0,0.0,79
71,215,0.03747972355174679,0.0,0.0,0.9834210424716489,0.0,0.7502250330469723,0.1329495224540629,0.0,26.039527356933952,0,0.0,79
72,216,0.032977707040352335,0.0,0.0,0.9848413368217286,0.0,0.744344850579798,0.06231212007042769,0.0,26.02204693309045,0,0.0,80
72,216,0.032977707040352335,0.0,0.0,0.9848413368217286,0.0,0.744344850579798,0.06231212007042769,0.0,26.02204693309045,0,0.0,80
73,217,0.03815924986281941,0.0,0.0,0.9868374561680504,0.0,0.8330882474162122,0.11323842317490646,0.0,26.074937414069147,0,0.0,81
73,217,0.03815924986281941,0.0,0.0,0.9868374561680504,0.0,0.8330882474162122,0.11323842317490646,0.0,26.074937414069147,0,0.0,81
74,218,0.03368761562729567,0.0,0.0,0.9882128057305865,0.0,0.8231051657262483,0.054160347516298,0.0,26.076257545618482,0,0.0,82
74,218,0.03368761562729567,0.0,0.0,0.9882128057305865,0.0,0.8231051657262483,0.054160347516298,0.0,26.076257545618482,0,0.0,82
75,219,0.03564862505921882,0.0,0.0,0.9897846716258506,0.0,0.8736819202619193,0.08503677898463041,0.0,26.136391932867607,0,0.0,83
75,219,0.03564862505921882,0.0,0.0,0.9897846716258506,0.0,0.8736819202619193,0.08503677898463041,0.0,26.136391932867607,0,0.0,83
76,220,0.0332697580771318,0.0,0.0,0.990979459552351,0.0,0.8719423273034881,0.05105922001528984,0.0,26.165229166917968,0,0.0,84
76,220,0.0332697580771318,0.0,0.0,0.990979459552351,0.0,0.8719423273034881,0.05105922001528984,0.0,26.165229166917968,0,0.0,84
77,221,0.03166707887645735,0.0,0.0,0.9920058272329164,0.0,0.8791352370007731,0.04899229328761759,0.0,26.22783303879618,0,0.0,85
77,221,0.03166707887645735,0.0,0.0,0.9920058272329164,0.0,0.8791352370007731,0.04899229328761759,0.0,26.22783303879618,0,0.0,85
78,222,0.029888452562969205,0.0,0.0,0.9929144634329806,0.0,0.8887244212999593,0.05371844387652355,0.0,26.29234581919599,0,0.0,86
78,222,0.029888452562969205,0.0,0.0,0.9929144634329806,0.0,0.8887244212999593,0.05371844387652355,0.0,26.29234581919599,0,0.0,86
79,223,0.027793438329344937,0.0,0.0,0.9937239980173457,0.0,0.9001209181483669,0.05849998393656422,0.0,26.351991423404307,0,0.0,87
